AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,Id,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,Tags
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/13/2024,9/13/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1808773,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
eu-west-2c,0.444,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.444 per On Demand Linux m5.2xlarge Instance Hour,Usage-Based,9/1/2024,9/1/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.444,0.444,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-west-2,EU (London),i-0a69a499l054e64e7,NULL,instance,Compute,1811482,Amazon Elastic Compute Cloud,3G8CZBD3DNZ5FABC,3G8CZBD3DNZ5FABC.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, LaredoEngineering
us-east-1c,2.36,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$2.36 per On Demand Windows g5.4xlarge Instance Hour,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",2.36,2.36,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-04l3221ll58l97lf5,NULL,instance,Compute,1817976,Amazon Elastic Compute Cloud,S78KHHH96AJF23KZ,S78KHHH96AJF23KZ.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2b,0.192,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.192 per On Demand Linux m5.xlarge Instance Hour,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.192,0.192,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-078ef2bll85384817,NULL,instance,Compute,1837213,Amazon Elastic Compute Cloud,T5CRJD6MS45TWRHG,T5CRJD6MS45TWRHG.JRTCKXETXF.6YS6EN2CT7,38762433100,Horizon Nimbus, MeccaEngineering
us-east-1b,1.127222,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$2.00 per On Demand Linux m4.10xlarge Instance Hour,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,0.563611,Hours,1,2,1,"Amazon Web Services, Inc.",1.127222,2,Standard,0.563611,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0l6e6f5e8a854bb6b,NULL,instance,Compute,1837341,Amazon Elastic Compute Cloud,J4T9ZF4AJ2DXE7SA,J4T9ZF4AJ2DXE7SA.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2d,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0416 per On Demand Linux t3.medium Instance Hour,Usage-Based,9/1/2024,9/1/2024,Spend,arn:aws:savingsplans::365499461711:savingsplan/37985e61-4fcb-4023-9dd7-e524c80342a2,NULL,Used,Savings Plan,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0416,0.0416,Committed,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-06590l3l68743a4ee,NULL,instance,Compute,1840911,Amazon Elastic Compute Cloud,83H2W4FZK86NAGZF,83H2W4FZK86NAGZF.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, MeccaEngineering
us-east-1,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 per GB-Month of storage for first 25 free GB-Months,Usage-Based,9/10/2024,9/10/2024,NULL,NULL,NULL,NULL,NULL,0.000118698,GB-Months,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,0.000118698,GB-Months,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:ats:llnacolf:us-east-1:730743682544:tafme/binos-lmafot-prol,NULL,NULL,Databases,1850485,Amazon DynamoDB,F3E2EDSYC6ZNW7XP,F3E2EDSYC6ZNW7XP.JRTCKXETXF.G2A93NZ7DT,58479678521,Orion Horizon,
us-west-2,0.00005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.000025 per state transition,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,2,StateTransitions,0,0,0,"Amazon Web Services, Inc.",0.00005,0.000025,Standard,2,StateTransitions,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:states:us-test-2:365499461711:stateMaleine:ReservationStatecaleine-prol1,NULL,NULL,Compute,1855465,AWS Step Functions,XMHKSF96BVDUEV9U,XMHKSF96BVDUEV9U.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, LusakaSRE
us-east-1b,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-065e4l0a6862lll04,NULL,instance,Compute,1862687,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2,0.0000075,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.25 per million write request units (Oregon),Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,6,WriteRequestUnits,0,0,0,"Amazon Web Services, Inc.",0.0000075,0.00000125,Standard,6,WriteRequestUnits,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:llnacolf:us-test-2:365499461711:tafme/faferlReservation-prol1-tasf-tofens,NULL,NULL,Databases,1864409,Amazon DynamoDB,4G4G98VBTENWGY5R,4G4G98VBTENWGY5R.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith,
us-east-1a,0.768,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.768 per On Demand Linux m5.4xlarge Instance Hour,Usage-Based,9/15/2024,9/15/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",0.768,0.768,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0fl27fba03l4fa853,NULL,instance,Compute,1875616,Amazon Elastic Compute Cloud,DW64VZC89TS9M2P2,DW64VZC89TS9M2P2.JRTCKXETXF.6YS6EN2CT7,90054491575,Pioneer Voyager, FremontSRE
us-east-1d,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0l7l43389lflf2e5l,NULL,instance,Compute,1880804,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1881750,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2a,0.067149864,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.612 per On Demand Linux c6a.4xlarge Instance Hour,Usage-Based,9/10/2024,9/10/2024,NULL,NULL,NULL,NULL,NULL,0.109722,Hours,0,1,0,"Amazon Web Services, Inc.",0.067149864,0.612,Standard,0.109722,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0l5e08a8l438e1eea,NULL,instance,Compute,1884904,Amazon Elastic Compute Cloud,DS3YD2GXXXZZ7BDJ,DS3YD2GXXXZZ7BDJ.JRTCKXETXF.6YS6EN2CT7,70077301883,Odyssey Odyssey, MinskSRE
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1887846,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1b,1.3872,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$2.04 per On Demand Linux c5.12xlarge Instance Hour,Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,0.68,Hours,1,2,1,"Amazon Web Services, Inc.",1.3872,2.04,Standard,0.68,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0069259l60ba251la,NULL,instance,Compute,1947026,Amazon Elastic Compute Cloud,SEPZUZKD53RX92J8,SEPZUZKD53RX92J8.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 per hour for 25 units of write capacity for a month (free tier),Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,WriteCapacityUnit-Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,WriteCapacityUnit-Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:ats:llnacolf:us-east-1:381491982122:tafme/efuta-molf,NULL,NULL,Databases,1956113,Amazon DynamoDB,R6PXMNYCEDGZ2EYN,R6PXMNYCEDGZ2EYN.JRTCKXETXF.HBHVWY47CM,55441562023,Horizon Apollo,
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1958279,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1c,2,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$2.00 per On Demand Linux m4.10xlarge Instance Hour,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",2,2,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-03b5lb27l2415a532,NULL,instance,Compute,1971196,Amazon Elastic Compute Cloud,J4T9ZF4AJ2DXE7SA,J4T9ZF4AJ2DXE7SA.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2,0.017,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.017 per T2 Micro Cache node-hour (or partial hour) running Memcached,Usage-Based,9/17/2024,9/17/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.017,0.017,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:emastilalee:us-test-2:961082193871:lmuster:mlap-rest-proml-prol,NULL,NULL,Databases,1979380,Amazon ElastiCache,JT2K8VBZ2STD75QP,JT2K8VBZ2STD75QP.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, DohaArchitecture
eu-west-2c,0.101,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.101 per On Demand Linux c5.large Instance Hour,Usage-Based,9/5/2024,9/5/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.101,0.101,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-west-2,EU (London),i-0f390aa1l2973f3e3,NULL,instance,Compute,1980268,Amazon Elastic Compute Cloud,EKNKBU8KQ5U9SP6X,EKNKBU8KQ5U9SP6X.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, MedinaDesign
us-west-2c,0.1664,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.1664 per On Demand Linux t3.xlarge Instance Hour,Usage-Based,9/29/2024,9/29/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.1664,0.1664,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0a67926l5l9l3516b,NULL,instance,Compute,1990059,Amazon Elastic Compute Cloud,3ZD39ECB23FRWNNP,3ZD39ECB23FRWNNP.JRTCKXETXF.6YS6EN2CT7,48430270467,Atlas Atlas, KarachiEngineering
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1994391,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1c,0.09406678,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/6/2024,9/6/2024,NULL,NULL,NULL,NULL,NULL,0.276667,Hours,0,0,0,"Amazon Web Services, Inc.",0.09406678,0.34,Standard,0.276667,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0lee160la8l4l7lbb,NULL,instance,Compute,2008398,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
eu-central-1a,0.384,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.384 per On Demand Linux t3.2xlarge Instance Hour,Usage-Based,9/11/2024,9/11/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.384,0.384,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-central-1,EU (Frankfurt),i-0lla034l485f76759,NULL,instance,Compute,2010517,Amazon Elastic Compute Cloud,7X63DAK78VTPCW8F,7X63DAK78VTPCW8F.JRTCKXETXF.6YS6EN2CT7,21473187560,Orion Pioneer, YonkersDesign
us-east-2,0.000004875,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.25 per million read request units (Ohio),Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,19.5,ReadRequestUnits,0,0,0,"Amazon Web Services, Inc.",0.000004875,0.00000025,Standard,19.5,ReadRequestUnits,AWS,"Amazon Web Services, Inc.",us-east-2,US East (Ohio),arn:ats:llnacolf:us-east-2:365499461711:tafme/AfanlonelCart-prol1-lart-lata,NULL,NULL,Databases,2020703,Amazon DynamoDB,SGMZJPDKSWXTY4VE,SGMZJPDKSWXTY4VE.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith,
us-west-2a,0.096,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.096 per On Demand Linux m5.large Instance Hour,Usage-Based,9/6/2024,9/6/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.096,0.096,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-09lfe614811ll4l18,NULL,instance,Compute,2020873,Amazon Elastic Compute Cloud,VCN9BB3M49B23Y77,VCN9BB3M49B23Y77.JRTCKXETXF.6YS6EN2CT7,86366525267,Nimbus Pioneer, PragueDesign
us-east-1b,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0b08530837860eb8e,NULL,instance,Compute,2032743,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2c,0.0832,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0832 per On Demand Linux t3.large Instance Hour,Usage-Based,9/11/2024,9/11/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0832,0.0832,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-00b605l90242lel3l,NULL,instance,Compute,2033488,Amazon Elastic Compute Cloud,JZMQ5VQSSPBWHNHH,JZMQ5VQSSPBWHNHH.JRTCKXETXF.6YS6EN2CT7,85742851457,Orion Odyssey, VeniceFinance
us-east-1f,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0aab5la71l3llb105,NULL,instance,Compute,2043959,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2,0.000025,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.000025 per state transition,Usage-Based,9/5/2024,9/5/2024,NULL,NULL,NULL,NULL,NULL,1,StateTransitions,0,0,0,"Amazon Web Services, Inc.",0.000025,0.000025,Standard,1,StateTransitions,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:states:us-test-2:365499461711:stateMaleine:ReservationStatecaleine-prol1,NULL,NULL,Compute,2044987,AWS Step Functions,XMHKSF96BVDUEV9U,XMHKSF96BVDUEV9U.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, LusakaSRE
us-west-2,0.017,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.017 per T2 Micro Cache node-hour (or partial hour) running Memcached,Usage-Based,9/1/2024,9/1/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.017,0.017,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:emastilalee:us-test-2:961082193871:lmuster:mlap-rest-proml-prol,NULL,NULL,Databases,2061867,Amazon ElastiCache,JT2K8VBZ2STD75QP,JT2K8VBZ2STD75QP.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, DohaArchitecture
us-west-2,0.12,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.06 per Aurora Capacity Unit hour running Amazon Aurora PostgreSQL Serverless,Usage-Based,9/19/2024,9/19/2024,NULL,NULL,NULL,NULL,NULL,2,ACU-Hours,0,0,0,"Amazon Web Services, Inc.",0.12,0.06,Standard,2,ACU-Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:740815793202:lmuster:ligitamoleanmafs-staging1,NULL,NULL,Databases,2074032,Amazon Relational Database Service,68CKJZ4BZBBXGGWF,68CKJZ4BZBBXGGWF.JRTCKXETXF.6YS6EN2CT7,85742851457,Orion Odyssey,
us-east-1d,0.68,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.68 per On Demand Linux c5.4xlarge Instance Hour,Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",0.68,0.68,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-07l024b23l9592726,NULL,instance,Compute,2086928,Amazon Elastic Compute Cloud,QW4FHUGEZYB74TW8,QW4FHUGEZYB74TW8.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/13/2024,9/13/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,2102359,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2a,0.059534029,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,c7i.4xlarge Linux/UNIX Spot Instance-hour in US West (Oregon) in VPC Zone #1,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,0.228889,Hours,0,0,0,Amazon Web Services EMEA SARL,0.163426746,0.714,Dynamic,0.228889,Hours,AWS,Amazon Web Services EMEA SARL,us-west-2,US West (Oregon),i-080e23251600b89b3,NULL,NULL,Compute,2103766,Amazon Elastic Compute Cloud,ASR963B6FA6MVDJR,ASR963B6FA6MVDJR.JRTCKXETXF.6YS6EN2CT7,77596568903,Apollo Voyager, FremontDesign
us-west-2,0.4,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Usage-Based,9/9/2024,9/8/2024,NULL,NULL,NULL,NULL,NULL,4,vCPU-Hours,0,0,0,"Amazon Web Services, Inc.",0.4,0.1,Standard,4,vCPU-Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:741044970648:lf:terraborc-20180528143805337700000002,NULL,NULL,Databases,2107535,Amazon Relational Database Service,TB3JHXC6ZCYSVN98,TB3JHXC6ZCYSVN98.JRTCKXETXF.6YS6EN2CT7,12109731075,Pioneer Eclipse, MilwaukeeEngineering
us-east-1d,0.94556616,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$2.28 per On Demand Linux g3.8xlarge Instance Hour,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,0.414722,Hours,1,2,1,"Amazon Web Services, Inc.",0.94556616,2.28,Standard,0.414722,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0708793l78f3b1bf5,NULL,instance,Compute,2133152,Amazon Elastic Compute Cloud,RSMWKBGGTAAEV4RH,RSMWKBGGTAAEV4RH.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1a,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-061052eb5f30521e5,NULL,instance,Compute,2133189,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/19/2024,9/19/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,2141244,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
